Member,Values,Condition
1281.001,139,Below
1281.001,159,Below
1281.002,40,Above
1281.002,60,Above
1281.002,86,Below
1281.002,106,Above
1281.002,126,Above
1281.002,146,Below
1281.003,40,Above
1281.003,60,Above
1281.003,92,Below
1281.003,121,Above
1281.003,145,Below
1281.004,42,Above
1281.004,62,Above
1281.004,92,Below
1281.004,112,Above
1281.004,136,Below
1281.004,156,Below
1281.005,40,Above
1281.005,106,Above
1281.005,126,Above
1281.005,146,Below
1281.006,41,Above
1281.006,61,Above
1281.006,102,Above
1281.006,122,Above
1281.006,142,Below
1281.007,40,Above
1281.007,68,Below
1281.007,104,Above
1281.007,136,Below
1281.007,156,Below
1281.008,40,Above
1281.008,62,Above
1281.008,110,Above
1281.008,144,Below
1281.009,40,Above
1281.009,60,Above
1281.009,81,Below
1281.009,125,Above
1281.009,145,Below
1281.010,40,Above
1281.010,60,Above
1281.010,111,Above
1281.010,131,Above
1281.010,151,Below
1281.011,40,Above
1281.011,71,Below
1281.011,93,Above
1281.011,113,Above
1281.011,137,Below
1281.011,157,Below
1281.012,40,Above
1281.012,60,Above
1281.013,40,Above
1281.013,90,Above
1281.013,110,Above
1281.013,130,Above
1281.013,150,Below
1281.014,40,Above
1281.014,60,Above
1281.014,86,Above
1281.014,106,Above
1281.014,138,Below
1281.014,158,Below
1281.015,56,Above
1281.015,97,Above
1281.015,117,Above
1281.015,143,Below
1281.016,55,Below
1281.016,75,Below
1281.016,95,Above
1281.016,115,Above
1281.016,141,Below
1281.017,40,Above
1281.017,60,Above
1281.017,102,Above
1281.017,122,Above
1281.017,145,Below
1281.018,106,Above
1281.018,126,Above
1281.018,146,Below
1281.019,40,Above
1281.019,60,Above
1281.019,94,Below
1281.019,114,Above
1281.019,134,Above
1281.019,154,Below
1281.020,68,Above
1281.020,88,Above
1281.020,108,Above
1281.020,141,Below
1301.001,44,Above
1301.001,64,Above
1301.001,84,Above
1301.001,132,Below
1301.001,152,Below
1301.002,40,Above
1301.002,109,Above
1301.002,129,Above
1301.002,149,Below
1301.003,77,Above
1301.003,97,Above
1301.003,117,Above
1301.003,137,Below
1301.003,157,Below
1301.004,40,Above
1301.004,78,Above
1301.004,98,Above
1301.004,118,Above
1301.004,138,Below
1301.004,158,Below
1301.005,40,Above
1301.005,60,Above
1301.005,108,Above
1301.005,128,Above
1301.005,148,Below
1301.006,40,Above
1301.006,76,Above
1301.006,101,Above
1301.006,134,Below
1301.006,154,Below
1301.007,80,Below
1301.007,107,Above
1301.007,127,Above
1301.007,147,Below
1301.008,58,Above
1301.008,92,Above
1301.008,112,Above
1301.008,136,Below
1301.008,156,Below
1301.009,104,Above
1301.009,124,Above
1301.009,144,Below
1301.010,40,Above
1301.010,60,Above
1301.010,112,Above
1301.010,143,Below
1301.011,40,Above
1301.011,60,Above
1301.011,92,Below
1301.011,112,Above
1301.011,144,Below
1301.012,40,Above
1301.012,73,Below
1301.012,109,Above
1301.012,143,Below
1301.013,40,Above
1301.013,60,Above
1301.013,101,Above
1301.013,121,Above
1301.013,141,Below
1301.014,40,Above
1301.014,60,Above
1301.014,98,Above
1301.014,136,Below
1301.014,156,Below
1301.015,40,Above
1301.015,60,Above
1301.015,80,Below
1301.015,100,Below
1301.015,120,Above
1301.015,146,Below
1301.016,54,Above
1301.016,109,Above
1301.016,129,Above
1301.016,149,Below
1301.017,40,Above
1301.017,99,Above
1301.017,119,Above
1301.017,139,Below
1301.017,159,Below
1301.018,53,Above
1301.018,73,Above
1301.018,93,Above
1301.018,113,Above
1301.018,140,Below
1301.018,160,Below
1301.019,40,Above
1301.019,60,Above
1301.019,80,Below
1301.019,100,Below
1301.019,120,Above
1301.019,145,Below
1301.020,40,Above
1301.020,60,Above
1301.020,80,Above
1301.020,114,Above
1301.020,139,Below
1301.020,159,Below
