Member,Values,Condition
1191.010,61,Above
1191.010,78,Above
1191.010,88,Above
1191.010,108,Above
1191.010,118,Above
1191.010,145,Below
1191.010,155,Below
1231.001,48,Above
1231.001,58,Above
1231.001,99,Above
1231.001,109,Above
1231.001,119,Above
1231.001,142,Below
1231.001,152,Below
1231.002,44,Above
1231.002,54,Above
1231.002,64,Above
1231.003,45,Above
1231.003,55,Above
1231.003,65,Above
1231.003,79,Below
1231.003,89,Below
1231.003,99,Below
1231.003,116,Above
1231.003,126,Above
1231.003,136,Above
1231.003,146,Below
1231.003,156,Below
1231.004,45,Above
1231.004,55,Above
1231.004,65,Above
1231.004,79,Below
1231.004,89,Below
1231.004,114,Above
1231.004,124,Above
1231.004,134,Above
1231.004,145,Below
1231.004,155,Below
1231.005,64,Below
1231.005,74,Below
1231.005,85,Above
1231.005,95,Above
1231.005,105,Above
1231.005,115,Above
1231.005,125,Above
1231.005,140,Below
1231.005,150,Below
1231.005,160,Below
1231.006,49,Above
1231.006,59,Above
1231.006,80,Below
1231.006,92,Below
1231.006,111,Above
1231.006,121,Above
1231.006,131,Above
1231.006,145,Below
1231.006,155,Below
1231.007,57,Above
1231.007,67,Above
1231.007,77,Above
1231.007,87,Above
1231.007,115,Above
1231.007,142,Below
1231.007,152,Below
1231.008,45,Above
1231.008,55,Above
1231.008,120,Above
1231.008,130,Above
1231.008,144,Below
1231.008,154,Below
1231.009,64,Below
1231.009,82,Above
1231.009,92,Above
1231.009,102,Above
1231.009,112,Above
1231.009,122,Above
1231.009,137,Below
1231.009,147,Below
1231.009,157,Below
1231.010,40,Above
1231.010,77,Below
1231.010,104,Above
1231.010,114,Above
1231.010,124,Above
1231.010,141,Below
1231.010,151,Below
1231.011,40,Below
1231.011,50,Below
1231.011,62,Above
1231.011,72,Above
1231.011,114,Above
1231.011,124,Above
1231.011,139,Below
1231.011,149,Below
1231.011,159,Below
1231.012,74,Below
1231.012,84,Below
1231.012,108,Above
1231.012,118,Above
1231.012,128,Above
1231.012,145,Below
1231.012,155,Below
1231.013,42,Above
1231.013,69,Below
1231.013,79,Below
1231.013,110,Above
1231.013,120,Above
1231.013,130,Above
1231.013,145,Below
1231.013,155,Below
1231.014,41,Above
1231.014,51,Above
1231.014,109,Above
1231.014,119,Above
1231.014,129,Above
1231.014,145,Below
1231.014,155,Below
1231.015,40,Below
1231.015,50,Below
1231.015,80,Above
1231.015,90,Above
1231.015,100,Above
1231.015,110,Above
1231.015,120,Above
1231.015,139,Below
1231.015,149,Below
1231.015,159,Below
1231.016,41,Above
1231.016,51,Above
1231.016,78,Below
1231.016,88,Below
1231.016,98,Below
1231.016,115,Above
1231.016,125,Above
1231.016,135,Above
1231.016,148,Below
1231.016,158,Below
1231.017,40,Below
1231.017,53,Above
1231.017,63,Above
1231.017,105,Above
1231.017,115,Above
1231.017,125,Above
1231.017,136,Below
1231.017,146,Below
1231.017,156,Below
1231.018,40,Below
1231.018,56,Above
1231.018,66,Above
1231.018,91,Below
1231.018,101,Below
1231.018,111,Above
1231.018,121,Above
1231.018,152,Below
1231.019,40,Below
1231.019,63,Above
1231.019,73,Above
1231.019,99,Above
1231.019,109,Above
1231.019,143,Below
1231.019,153,Below
1231.020,45,Above
1231.020,55,Above
1231.020,65,Above
1231.020,75,Above
1231.020,111,Above
1231.020,121,Above
1231.020,146,Below
1231.020,156,Below
1251.001,49,Above
1251.001,59,Above
1251.001,95,Below
1251.001,113,Above
1251.001,123,Above
1251.001,141,Below
1251.001,151,Below
1251.002,40,Above
1251.002,50,Above
1251.002,60,Above
1251.002,103,Above
1251.002,113,Above
1251.002,134,Below
1251.002,144,Below
1251.002,154,Below
1251.003,57,Above
1251.003,67,Above
1251.003,107,Above
1251.003,117,Above
1251.003,127,Above
1251.003,140,Below
1251.003,150,Below
1251.003,160,Below
1251.004,46,Above
1251.004,56,Above
1251.004,66,Above
1251.004,113,Above
1251.004,123,Above
1251.004,145,Below
1251.004,155,Below
1251.005,40,Above
1251.005,50,Above
1251.005,74,Below
1251.005,106,Above
1251.005,116,Above
1251.005,126,Above
1251.005,145,Below
1251.005,155,Below
1251.006,40,Below
1251.006,77,Above
1251.006,87,Above
1251.006,97,Above
1251.006,107,Above
1251.006,117,Above
1251.006,136,Below
1251.006,146,Below
1251.006,156,Below
1251.007,40,Above
1251.007,50,Above
1251.007,60,Above
1251.007,70,Above
1251.007,88,Below
1251.007,108,Above
1251.007,118,Above
1251.007,135,Below
1251.007,145,Below
1251.007,155,Below
1251.008,47,Above
1251.008,57,Above
1251.008,67,Above
1251.008,106,Above
1251.008,116,Above
1251.008,126,Above
1251.008,140,Below
1251.008,150,Below
1251.008,160,Below
1251.009,40,Below
1251.009,57,Above
1251.009,101,Above
1251.009,111,Above
1251.009,121,Above
1251.009,139,Below
1251.009,149,Below
1251.009,159,Below
1251.010,46,Above
1251.010,56,Above
1251.010,66,Above
1251.010,144,Below
1251.010,154,Below
1251.011,71,Below
1251.011,102,Above
1251.011,112,Above
1251.011,122,Above
1251.011,141,Below
1251.011,151,Below
1251.012,54,Above
1251.012,64,Above
1251.012,74,Above
1251.012,88,Above
1251.012,98,Above
1251.012,108,Above
1251.012,118,Above
1251.012,136,Below
1251.012,146,Below
1251.012,156,Below
1251.013,40,Above
1251.013,50,Above
1251.013,60,Above
1251.013,70,Above
1251.013,95,Below
1251.013,118,Above
1251.013,128,Above
1251.013,143,Below
1251.013,153,Below
1251.014,40,Above
1251.014,50,Above
1251.014,60,Above
1251.014,115,Above
1251.014,141,Below
1251.014,151,Below
1251.015,70,Below
1251.015,90,Above
1251.015,100,Above
1251.015,110,Above
1251.015,120,Above
1251.015,130,Above
1251.015,144,Below
1251.015,154,Below
1251.016,53,Below
1251.016,63,Below
1251.016,73,Below
1251.016,100,Above
1251.016,110,Above
1251.016,120,Above
1251.016,145,Below
1251.016,155,Below
1251.017,47,Above
1251.017,57,Above
1251.017,67,Above
1251.017,105,Above
1251.017,115,Above
1251.017,135,Below
1251.017,145,Below
1251.017,155,Below
1251.018,75,Below
1251.018,93,Above
1251.018,103,Above
1251.018,113,Above
1251.018,123,Above
1251.018,140,Below
1251.018,150,Below
1251.018,160,Below
1251.019,89,Above
1251.019,99,Above
1251.019,109,Above
1251.019,133,Below
1251.019,143,Below
1251.019,153,Below
1251.020,52,Above
1251.020,62,Above
1251.020,72,Above
1251.020,82,Above
1251.020,103,Above
1251.020,113,Above
1251.020,123,Above
1251.020,140,Below
1251.020,150,Below
1251.020,160,Below
1281.001,40,Above
1281.001,50,Above
1281.001,80,Above
1281.001,139,Below
1281.001,149,Below
1281.001,159,Below
1281.002,40,Above
1281.002,50,Above
1281.002,60,Above
1281.002,70,Above
1281.002,86,Below
1281.002,105,Above
1281.002,115,Above
1281.002,125,Above
1281.002,142,Below
1281.002,152,Below
1281.003,40,Above
1281.003,50,Above
1281.003,60,Above
1281.003,70,Above
1281.003,92,Below
1281.003,102,Below
1281.003,121,Above
1281.003,131,Above
1281.003,145,Below
1281.003,155,Below
1281.004,42,Above
1281.004,52,Above
1281.004,62,Above
1281.004,72,Above
1281.004,92,Below
1281.004,106,Above
1281.004,116,Above
1281.004,136,Below
1281.004,146,Below
1281.004,156,Below
1281.005,40,Above
1281.005,50,Above
1281.005,106,Above
1281.005,116,Above
1281.005,126,Above
1281.005,141,Below
1281.005,151,Below
1281.006,41,Above
1281.006,51,Above
1281.006,61,Above
1281.006,102,Above
1281.006,112,Above
1281.006,122,Above
1281.006,137,Below
1281.006,147,Below
1281.006,157,Below
1281.007,40,Above
1281.007,50,Above
1281.007,68,Below
1281.007,78,Below
1281.007,104,Above
1281.007,136,Below
1281.007,146,Below
1281.007,156,Below
1281.008,40,Above
1281.008,50,Above
1281.008,62,Above
1281.008,110,Above
1281.008,120,Above
1281.008,144,Below
1281.008,154,Below
1281.009,40,Above
1281.009,50,Above
1281.009,60,Above
1281.009,81,Below
1281.009,91,Below
1281.009,125,Above
1281.009,140,Below
1281.009,150,Below
1281.009,160,Below
1281.010,40,Above
1281.010,50,Above
1281.010,60,Above
1281.010,70,Above
1281.010,111,Above
1281.010,121,Above
1281.010,131,Above
1281.010,144,Below
1281.010,154,Below
1281.011,40,Above
1281.011,50,Above
1281.011,71,Below
1281.011,93,Above
1281.011,103,Above
1281.011,113,Above
1281.011,123,Above
1281.011,137,Below
1281.011,147,Below
1281.011,157,Below
1281.012,40,Above
1281.012,53,Above
1281.013,40,Above
1281.013,50,Above
1281.013,90,Above
1281.013,100,Above
1281.013,110,Above
1281.013,120,Above
1281.013,130,Above
1281.013,145,Below
1281.013,155,Below
1281.014,40,Above
1281.014,50,Above
1281.014,60,Above
1281.014,86,Above
1281.014,102,Above
1281.014,112,Above
1281.014,122,Above
1281.014,138,Below
1281.014,148,Below
1281.014,158,Below
1281.015,56,Above
1281.015,97,Above
1281.015,107,Above
1281.015,117,Above
1281.015,127,Above
1281.015,143,Below
1281.015,153,Below
1281.016,55,Below
1281.016,65,Below
1281.016,75,Below
1281.016,90,Above
1281.016,100,Above
1281.016,110,Above
1281.016,120,Above
1281.016,141,Below
1281.016,151,Below
1281.017,40,Above
1281.017,50,Above
1281.017,60,Above
1281.017,102,Above
1281.017,112,Above
1281.017,122,Above
1281.017,132,Above
1281.017,145,Below
1281.017,155,Below
1281.018,106,Above
1281.018,116,Above
1281.018,126,Above
1281.018,145,Below
1281.018,155,Below
1281.019,40,Above
1281.019,50,Above
1281.019,60,Above
1281.019,94,Below
1281.019,112,Above
1281.019,122,Above
1281.019,132,Above
1281.019,149,Below
1281.019,159,Below
1281.020,68,Above
1281.020,78,Above
1281.020,88,Above
1281.020,98,Above
1281.020,108,Above
1281.020,118,Above
1281.020,141,Below
1281.020,151,Below
1301.001,44,Above
1301.001,54,Above
1301.001,64,Above
1301.001,74,Above
1301.001,84,Above
1301.001,132,Below
1301.001,142,Below
1301.001,152,Below
1301.002,40,Above
1301.002,109,Above
1301.002,119,Above
1301.002,129,Above
1301.002,140,Below
1301.002,150,Below
1301.002,160,Below
1301.003,77,Above
1301.003,87,Above
1301.003,97,Above
1301.003,107,Above
1301.003,117,Above
1301.003,137,Below
1301.003,147,Below
1301.003,157,Below
1301.004,40,Above
1301.004,50,Above
1301.004,78,Above
1301.004,88,Above
1301.004,98,Above
1301.004,108,Above
1301.004,118,Above
1301.004,130,Below
1301.004,140,Below
1301.004,150,Below
1301.004,160,Below
1301.005,40,Above
1301.005,50,Above
1301.005,60,Above
1301.005,70,Above
1301.005,108,Above
1301.005,118,Above
1301.005,128,Above
1301.005,142,Below
1301.005,152,Below
1301.006,40,Above
1301.006,50,Above
1301.006,76,Above
1301.006,101,Above
1301.006,111,Above
1301.006,134,Below
1301.006,144,Below
1301.006,154,Below
1301.007,80,Below
1301.007,90,Below
1301.007,107,Above
1301.007,117,Above
1301.007,127,Above
1301.007,143,Below
1301.007,153,Below
1301.008,58,Above
1301.008,68,Above
1301.008,92,Above
1301.008,102,Above
1301.008,112,Above
1301.008,136,Below
1301.008,146,Below
1301.008,156,Below
1301.009,104,Above
1301.009,114,Above
1301.009,124,Above
1301.009,142,Below
1301.009,152,Below
1301.010,40,Above
1301.010,53,Above
1301.010,63,Above
1301.010,73,Above
1301.010,112,Above
1301.010,122,Above
1301.010,143,Below
1301.010,153,Below
1301.011,40,Above
1301.011,50,Above
1301.011,60,Above
1301.011,70,Above
1301.011,92,Below
1301.011,112,Above
1301.011,122,Above
1301.011,144,Below
1301.011,154,Below
1301.012,40,Above
1301.012,73,Below
1301.012,83,Below
1301.012,109,Above
1301.012,119,Above
1301.012,143,Below
1301.012,153,Below
1301.013,40,Above
1301.013,50,Above
1301.013,60,Above
1301.013,101,Above
1301.013,111,Above
1301.013,121,Above
1301.013,138,Below
1301.013,148,Below
1301.013,158,Below
1301.014,40,Above
1301.014,50,Above
1301.014,60,Above
1301.014,98,Above
1301.014,108,Above
1301.014,136,Below
1301.014,146,Below
1301.014,156,Below
1301.015,40,Above
1301.015,50,Above
1301.015,60,Above
1301.015,76,Below
1301.015,86,Below
1301.015,96,Below
1301.015,108,Above
1301.015,118,Above
1301.015,128,Above
1301.015,146,Below
1301.015,156,Below
1301.016,54,Above
1301.016,64,Above
1301.016,109,Above
1301.016,119,Above
1301.016,129,Above
1301.016,145,Below
1301.016,155,Below
1301.017,40,Above
1301.017,50,Above
1301.017,99,Above
1301.017,109,Above
1301.017,119,Above
1301.017,139,Below
1301.017,149,Below
1301.017,159,Below
1301.018,53,Above
1301.018,63,Above
1301.018,73,Above
1301.018,83,Above
1301.018,93,Above
1301.018,103,Above
1301.018,113,Above
1301.018,123,Above
1301.018,140,Below
1301.018,150,Below
1301.018,160,Below
1301.019,40,Above
1301.019,50,Above
1301.019,60,Above
1301.019,79,Below
1301.019,89,Below
1301.019,99,Below
1301.019,111,Above
1301.019,121,Above
1301.019,131,Above
1301.019,145,Below
1301.019,155,Below
1301.020,40,Above
1301.020,50,Above
1301.020,60,Above
1301.020,70,Above
1301.020,80,Above
1301.020,114,Above
1301.020,124,Above
1301.020,139,Below
1301.020,149,Below
1301.020,159,Below
