Member,Values,Condition
1301.018,119,Above
1301.018,124,Above
1301.018,137,Below
1301.018,142,Below
1301.019,27,Above
1301.019,32,Above
1301.019,37,Above
1301.019,42,Above
1301.019,47,Above
1301.019,52,Above
1301.019,57,Above
1301.019,62,Above
1301.019,73,Below
1301.019,78,Below
1301.019,83,Below
1301.019,88,Below
1301.019,93,Below
1301.019,98,Below
1301.019,107,Above
1301.019,112,Above
1301.019,117,Above
1301.019,122,Above
1301.019,127,Above
1301.019,138,Below
1301.019,143,Below
1301.020,20,Above
1301.020,25,Above
1301.020,30,Above
1301.020,35,Above
1301.020,40,Above
1301.020,48,Above
1301.020,53,Above
1301.020,58,Above
1301.020,63,Above
1301.020,68,Above
1301.020,73,Above
1301.020,91,Below
1301.020,110,Above
1301.020,115,Above
1301.020,136,Below
1301.020,141,Below
