Member,Values,Condition
1251.018,125,Below
1251.019,20,Above
1251.019,40,Below
1251.019,89,Above
1251.019,110,Below
1251.020,31,Below
1251.020,62,Above
1251.020,82,Above
1251.020,135,Below
1281.001,39,Above
1281.001,60,Below
1281.001,80,Above
1281.001,100,Below
1281.001,140,Above
1281.002,27,Above
1281.002,57,Above
1281.002,81,Below
1281.002,105,Above
1281.003,31,Above
1281.003,52,Above
1281.003,85,Below
1281.003,105,Below
1281.003,125,Above
1281.004,20,Below
1281.004,40,Above
1281.004,85,Below
1281.004,110,Above
1281.004,130,Below
1281.005,27,Above
1281.005,56,Below
1281.005,98,Below
1281.006,66,Below
1281.006,91,Above
1281.006,122,Below
1281.007,20,Above
1281.007,61,Below
1281.007,89,Above
1281.007,110,Below
1281.007,140,Above
1281.008,20,Above
1281.008,40,Above
1281.008,61,Below
1281.008,89,Below
1281.009,23,Above
1281.009,43,Above
1281.009,77,Below
1281.009,101,Below
1281.010,22,Above
1281.010,59,Above
1281.010,100,Below
1281.010,120,Above
1281.010,143,Below
1281.011,30,Above
1281.011,50,Above
1281.011,70,Below
1281.011,90,Above
1281.012,20,Above
1281.012,46,Below
1281.013,32,Above
1281.013,56,Below
1281.013,86,Above
1281.013,107,Above
1281.013,130,Above
1281.014,26,Above
1281.014,86,Above
1281.014,128,Below
1281.015,20,Above
1281.015,45,Below
1281.015,91,Above
1281.015,111,Above
1281.016,47,Below
1281.016,67,Below
1281.016,87,Above
1281.016,107,Above
1281.016,127,Below
1281.017,32,Above
1281.017,52,Above
1281.017,119,Above
1281.018,20,Above
1281.018,40,Below
1281.018,60,Below
1281.018,80,Above
1281.018,100,Below
1281.018,120,Above
1281.019,20,Above
1281.019,40,Above
1281.019,94,Below
1281.019,119,Above
1281.019,139,Above
1281.020,29,Below
1281.020,53,Below
1281.020,73,Above
1281.020,93,Above
1281.020,113,Above
1301.001,20,Above
1301.001,51,Above
1301.001,71,Above
1301.001,113,Below
1301.002,20,Above
1301.002,47,Below
1301.002,67,Below
1301.002,87,Above
1301.002,107,Below
1301.002,141,Below
1301.003,57,Below
1301.003,77,Above
1301.003,123,Below
1301.004,23,Above
1301.004,53,Below
1301.004,77,Above
1301.004,116,Below
1301.004,136,Below
1301.005,47,Above
1301.006,20,Above
1301.006,56,Below
1301.006,76,Above
1301.006,112,Below
1301.006,134,Below
1301.007,20,Above
1301.007,45,Below
1301.007,86,Below
1301.007,111,Above
1301.007,131,Above
1301.008,26,Above
1301.008,46,Below
1301.008,66,Above
1301.008,95,Above
1301.008,118,Below
1301.009,25,Below
1301.009,61,Below
1301.009,81,Above
1301.009,132,Above
1301.010,40,Above
1301.010,67,Above
1301.010,99,Below
1301.010,120,Above
1301.011,20,Below
1301.011,40,Above
1301.011,89,Below
1301.011,124,Above
1301.012,20,Above
1301.012,43,Below
1301.012,73,Below
1301.012,99,Above
1301.012,119,Below
1301.012,139,Above
1301.013,28,Above
1301.013,48,Above
1301.013,84,Below
1301.013,121,Below
1301.014,23,Above
1301.014,52,Above
1301.014,79,Below
1301.014,99,Above
1301.014,119,Below
1301.015,22,Above
1301.015,42,Above
1301.015,64,Below
1301.015,84,Below
1301.015,107,Above
1301.016,37,Below
1301.016,76,Below
1301.017,39,Above
1301.017,61,Below
1301.017,89,Above
1301.017,109,Above
1301.017,130,Below
1301.018,32,Below
1301.018,61,Above
1301.018,82,Above
1301.019,28,Above
1301.019,51,Above
1301.019,72,Below
1301.019,92,Below
1301.019,115,Above
1301.019,143,Below
1301.020,20,Above
1301.020,62,Above
1301.020,94,Below
1301.020,114,Below
