Member,Values,Condition
1281.004,131,Below
1281.005,36,Above
1281.006,129,Below
1281.007,20,Above
1281.007,25,Above
1281.007,65,Below
1281.007,71,Below
1281.007,113,Below
1281.007,118,Below
1281.008,29,Above
1281.008,34,Above
1281.008,39,Above
1281.009,33,Above
1281.009,38,Above
1281.009,106,Below
1281.010,27,Above
1281.010,32,Above
1281.010,121,Above
1281.010,126,Above
1281.011,69,Below
1281.011,89,Above
1281.011,94,Above
1281.011,99,Above
1281.012,20,Above
1281.012,25,Above
1281.014,31,Above
1281.014,133,Below
1281.016,53,Below
1281.016,58,Below
1281.016,63,Below
1281.016,68,Below
1281.016,88,Above
1281.016,93,Above
1281.016,98,Above
1281.016,103,Above
1281.016,108,Above
1281.017,38,Above
1281.017,43,Above
1281.017,48,Above
1281.017,123,Above
1281.017,128,Above
1281.018,50,Below
1281.018,55,Below
1281.019,23,Above
1281.019,43,Above
1281.019,48,Above
1281.019,96,Below
1281.019,101,Below
1281.020,74,Above
1281.020,79,Above
1281.020,84,Above
1281.020,91,Above
1281.020,96,Above
1281.020,101,Above
1281.020,106,Above
1301.001,54,Above
1301.001,59,Above
1301.001,64,Above
1301.001,69,Above
1301.001,74,Above
1301.002,30,Above
1301.002,50,Below
1301.002,144,Below
1301.003,82,Above
1301.003,126,Below
1301.003,132,Below
1301.004,29,Above
1301.004,54,Below
1301.004,59,Below
1301.004,64,Below
1301.004,81,Above
1301.004,86,Above
1301.004,122,Below
1301.004,127,Below
1301.005,53,Above
1301.006,28,Above
1301.006,33,Above
1301.007,26,Above
1301.007,49,Below
1301.007,54,Below
1301.007,90,Below
1301.007,119,Above
1301.007,124,Above
1301.007,129,Above
1301.008,64,Above
1301.008,71,Above
1301.008,98,Above
1301.008,103,Above
1301.008,123,Below
1301.008,128,Below
1301.009,29,Below
1301.009,34,Below
1301.011,20,Below
1301.011,38,Above
1301.011,43,Above
1301.011,48,Above
1301.011,53,Above
1301.012,20,Above
1301.012,25,Above
1301.012,79,Below
1301.013,49,Above
1301.014,59,Above
1301.014,117,Below
1301.014,122,Below
1301.015,25,Above
1301.015,30,Above
1301.015,35,Above
1301.015,40,Above
1301.015,45,Above
1301.015,66,Below
1301.015,71,Below
1301.015,76,Below
1301.015,81,Below
1301.015,86,Below
1301.015,91,Below
1301.015,112,Above
1301.016,80,Below
1301.017,64,Below
1301.017,109,Above
1301.017,114,Above
1301.019,31,Above
1301.019,36,Above
1301.019,81,Below
1301.019,86,Below
1301.019,118,Above
1301.019,123,Above
1301.020,71,Above
